FoodID,FoodCode,FoodGroupID,FoodSourceID,FoodDescription,FoodDescriptionF,FoodDateOfEntry,FoodDateOfPublication,CountryCode,ScientificName
6856,6856,5,37,"Turkey, hen, breast, meat only, raw","Dinde, jeune, poitrine, viande, crue",2026-01-28,,5710.0,Meleagris gallopavo
6857,6857,5,37,"Turkey, hen, drumstick, meat only, raw","Dinde, jeune, pilon, viande, crue",2026-01-28,,5716.0,Meleagris gallopavo
6858,6858,5,37,"Turkey, hen, thigh, meat only, raw","Dinde, jeune, haut de cuisse, viande, cru",2026-01-28,,5717.0,Meleagris gallopavo
6859,6859,5,37,"Turkey, hen, leg, meat only, raw","Dinde, jeune, cuisse, viande, crue",2026-01-28,,,Meleagris gallopavo
6862,6862,5,37,"Turkey, hen, wing, meat only, raw","Dinde, jeune, aile, viande, crue",2026-01-28,,5712.0,Meleagris gallopavo
6863,6863,5,37,"Turkey, all classes, drumstick, meat and skin, raw","Dinde, toutes catégories, pilon, viande et peau, cru",2026-01-28,,5736.0,
6864,6864,5,37,"Turkey, all classes, thigh, meat and skin, raw","Dinde, toutes catégories, haut de cuisse, viande et peau, cru",2026-01-28,,5742.0,Meleagris gallopavo
6865,6865,5,37,"Turkey, all classes, breast, meat only, raw","Dinde, toutes catégories, poitrine, viande seulement, crue",2026-01-28,,,Meleagris gallopavo
6866,6866,5,37,"Turkey, all classes, leg, meat only, raw","Dinde, toutes catégories, cuisse, viande seulement, crue",2026-01-28,,5187.0,Meleagris gallopavo
6867,6867,5,37,"Turkey, all classes, drumstick, meat only, raw","Dinde, toutes catégories, pilon, viande seulement, cru",2026-01-28,,5716.0,Meleagris gallopavo
6868,6868,5,37,"Turkey, all classes, thigh, meat only, raw","Dinde, toutes catégories, haut de cuisse, viande seulement, cru",2026-01-28,,5717.0,Meleagris gallopavo
6870,6870,5,37,"Turkey, all classes, drumstick, meat and skin, roasted","Dinde, toutes catégories, pilon, viande et peau, rôti",2026-01-28,,5737.0,
6871,6871,5,37,"Turkey, all classes, thigh, meat and skin, roasted","Dinde, toutes catégories, haut de cuisse, viande et peau, rôti",2026-01-28,,5743.0,
6872,6872,5,37,"Turkey, all classes, breast, meat only, roasted","Dinde, toutes catégories, poitrine, viande seulement, rôtie",2026-01-28,,,
6873,6873,5,37,"Turkey, all classes, leg, meat only, roasted","Dinde, toutes catégories, cuisse, viande seulement, rôtie",2026-01-28,,5188.0,
6874,6874,5,37,"Turkey, all classes, drumstick, meat only, roasted","Dinde, toutes catégories, pilon, viande seulement, rôti",2026-01-28,,5723.0,
6875,6875,5,37,"Turkey, all classes, thigh, meat only, roasted","Dinde, toutes catégories, haut de cuisse, viande seulement, rôti",2026-01-28,,5722.0,
6876,6876,5,37,"Turkey, all classes, wing, meat only, raw","Dinde, toutes catégories, aile, viande seulement, crue",2026-01-28,,5712.0,Meleagris gallopavo
6877,6877,5,37,"Turkey, all classes, wing, meat only, roasted","Dinde, toutes catégories, aile, viande seulement, rôtie",2026-01-28,,5713.0,
6878,6878,5,37,"Turkey, hen, drumstick, meat and skin, roasted","Dinde, jeune, pilon, viande et peau, rôti",2026-01-28,,5737.0,
6879,6879,5,37,"Turkey, hen, thigh, meat and skin, roasted","Dinde, jeune, haut de cuisse, viande et peau, rôti",2026-01-28,,5743.0,
6883,6883,18,23,"Tourtiere, homemade",Tourtière maison,2026-01-28,,,
6889,6889,5,37,"Turkey, hen, drumstick, meat and skin, raw","Dinde, jeune, pilon, viande et peau, crue",2026-01-28,,5736.0,Meleagris gallopavo
6891,6891,5,37,"Turkey, hen, thigh, meat and skin, raw","Dinde, jeune, haut de cuisse, viande et peau, rôtie",2026-01-28,,5742.0,Meleagris gallopavo
6893,6893,5,37,"Turkey, broiler, drumstick, meat and skin, raw","Dinde à griller, pilon, viande et peau, cru",2026-01-28,,5736.0,Meleagris gallopavo
6894,6894,5,37,"Turkey, broiler, drumstick, meat and skin, roasted","Dinde à griller, pilon, viande et peau, rôti",2026-01-28,,5737.0,
6895,6895,5,37,"Turkey, broiler, drumstick, meat only, raw","Dinde à griller, pilon, viande seulement, cru",2026-01-28,,5716.0,Meleagris gallopavo
6896,6896,5,37,"Turkey, broiler, drumstick, meat only, roasted","Dinde à griller, pilon, viande seulement, rôti",2026-01-28,,5723.0,
6897,6897,5,37,"Turkey, broiler, thigh, meat and skin, raw","Dinde à griller, haut de cuisse, viande et peau, cru",2026-01-28,,5742.0,Meleagris gallopavo
6898,6898,5,37,"Turkey, broiler, thigh, meat and skin, roasted","Dinde à griller, haut de cuisse, viande et peau, rôti",2026-01-28,,5743.0,
6899,6899,5,37,"Turkey, broiler, thigh, meat only, raw","Dinde à griller, haut de cuisse, viande seulement, cru",2026-01-28,,5717.0,Meleagris gallopavo
6900,6900,5,37,"Turkey, broiler, thigh, meat only, roasted","Dinde à griller, haut de cuisse, viande seulement, rôti",2026-01-28,,5722.0,
6901,6901,5,37,"Turkey, all classes, back, meat only, roasted","Dinde, toutes catégories, dos, viande seulement, rôtie",2026-01-28,,,
6902,6902,5,37,"Turkey, all classes, back, meat only, raw","Dinde, toutes catégories, dos, viande seulement, crue",2026-01-28,,,Meleagris gallopavo
6903,6903,6,35,"Sauce, Hollandaise (butter sauce)","Sauce, Hollandaise",2026-01-28,,,
6904,6904,11,0,"Mushroom, shiitake, raw","Champignon, shiitake, cru",2012-09-06,,11238.0,
6905,6905,8,37,"Cereal, ready to eat, Cheerios: Oat Clusters Crunch, General Mills","Céréale, prête-à-manger, Cheerios: Pépites d'avoine croquantes, General Mills",2012-07-30,,,
6906,6906,8,37,"Cereal, ready to eat, Fibre 1: Honey Clusters, General Mills","Céréale, prête-à-manger, Fiber 1: grappes au miel, General Mills",2012-07-31,,,
6907,6907,8,37,"Cereal, ready to eat, Fibre 1: Raisin Bran Clusters, General Mills","Céréale, prête-à-manger, Fibre 1: Grappes au son et aux raisins secs, General Mills",2012-11-06,,,
6908,6908,8,37,"Cereal, ready to eat, French Toast Crunch, General Mills","Céréale, prête-a-manger, Croque pain doré, General Mills",2012-07-30,,,
6909,6909,8,37,"Cereal, ready to eat, Kashi: GoLean Crunch, Kashi","Céréale, prête-à-manger, Kashi: GoLean, Kashi",2012-07-30,,,
6910,6910,8,37,"Cereal, ready to eat, All Bran Strawberry Bites, Kellogg's","Céréale, prête-à-manger, All Bran bouchées aux fraises, Kellogg's",2012-07-30,,,
6912,6912,8,37,"Cereal, ready to eat, Special K: Almond Vanilla, Kellogg's","Céréale, prête-à-manger, Spécial K: Vanille et amandes, Kellogg's",2012-07-31,,,
6913,6913,8,37,"Cereal, ready to eat, Special K: Satisfaction, Kellogg's","Céréale, prête-à-manger, Spécial K: Satisfaction, Kellogg's",2012-07-30,,,
6915,6915,8,37,"Cereal, ready to eat, Corn Flakes: Frosted, Compliments","Céréale, prête-à-manger, Flocons de mais: givré, Compliments",2012-07-31,,,
6916,6916,8,37,"Cereal, ready to eat, Crispy Rice, Compliments","Céréale, prête-à-manger, Riz croustillant, Compliments",2012-07-31,,,
6917,6917,8,37,"Cereal, ready to eat, Maximum Raisin Bran Flakes, Compliments","Céréale, prête-à-manger, Flocons de son à l'avalanche de raisins sec, Compliments",2012-11-06,,,
6918,6918,8,37,"Meal replacement (cereal), ready to eat, Force Active, President's Choice","Substitut de repas (céréale, prête-à-manger, Force active, Choix du président",2012-07-31,,,
6919,6919,8,37,"Cereal, ready to eat, On Track, President's Choice","Céréale, prête-à-manger, Victoire, Choix du président",2026-01-28,,,
6920,6920,8,37,"Cereal, ready to eat, Wheat Squares, Organics, President's Choice","Céréale, prête-à-manger, Carrés de blé, Biologique, Choix du Président",2012-07-30,,,
6921,6921,8,37,"Cereal, ready to eat, Puffed Wheat, Safeway","Céréale, prête-à-manger, Blé, Soufflé, Safeway",2012-07-30,,,
6922,6922,8,37,"Cereal, ready to eat, Honey Nut O's, Selection","Céréale, prête-à-manger, Avoine en O: miel et noix, Sélection merite",2012-07-30,,,
6923,6923,8,37,"Cereal, ready to eat, Corn Flakes, Selection","Céréale, prête-à-manger, Flocons de mais, Sélection merite",2012-07-31,,,
6924,6924,8,37,"Cereal, ready to eat, Toasted Oats, Selection","Céréale, prête-à-manger, Avoine grillée, Sélection merite",2012-07-30,,,
6925,6925,8,37,"Cereal, ready to eat, Muslix: Almond Raisin, Kellogg's","Céréale, prête-à-manger, Muesli: Raisins sec et amandes, Kellogg's",2015-04-02,,,
6926,6926,10,26,"Pork, composite cuts, leg, loin and shoulder, lean and fat, raw","Porc, coupes diverses, cuisse, longe et épaule, maigre et gras, crues",2012-07-04,,,
6927,6927,9,0,"Plantain, green, fried","Plantain, vert, frit",2026-01-28,,9446.0,
6928,6928,11,0,"Mushroom, Chanterelle, raw","Champignon, Chanterelle, cru",2026-01-28,,11239.0,Cantharellus californicus / cantharellus cibarius
6929,6929,11,0,"Mushroom, morel, raw","Champignon, morille, cru",2026-01-28,,11240.0,Morchella spp.
6930,6930,22,0,"Chinese dish, beef and vegetable, restaurant prepared","Mets chinois, boeuf et légumes, préparation restaurant",2026-01-28,,36603.0,
6931,6931,22,0,"Lemon chicken, restaurant prepared","Poulet au citron, préparation restaurant",2026-01-28,,36617.0,
6932,6932,15,28,"Fish, salmon, red (sockeye), Indigenous, filets with skin, smoked","Poisson, saumon, rouge (sockeye), autochtone, fillets avec peau, fumés",2026-01-28,,35190.0,
6933,6933,22,0,"Chinese dish, Kung Pao chicken, restaurant prepared","Mets chinois, poulet Kung Pao, préparation restaurant",2026-01-28,,36619.0,
6934,6934,11,28,"Turnip, Prairie, Indigenous, raw","Navet des Prairies, autochtone, cru",2026-01-28,,35200.0,
6935,6935,11,28,"Turnip, Prairie, Indigenous, boiled","Navet des Prairies, autochtone, bouilli",2026-01-28,,35201.0,
6936,6936,11,28,"Stinging Nettles, Indigenous, blanched","Grande Ortie (ortie commune), autochtone, blanchie",2026-01-28,,35205.0,
6937,6937,9,0,"Papaya, canned, heavy syrup pack, drained","Papaye, conserve dans du sirop épais, drainé",2012-09-06,,9228.0,
6938,6938,22,0,"Tamale, corn","Tamale, maïs",2012-06-28,,36411.0,
6939,6939,22,0,"Tamale, pork","Tamale, porc",2012-06-28,,36412.0,
6940,6940,6,0,"Soup, black bean, ready-to-serve","Soupe, haricots noirs, prête-à-servir",2026-01-28,,36413.0,
6943,6943,11,0,"Spinach, canned, solids and liquids, unsalted","Épinard, conserve, solides et liquide, sans sel",2026-01-28,,11855.0,
6944,6944,10,26,"Pork, composite cuts, leg, loin and shoulder, lean, raw","Porc, coupes diverses, cuisse, longe et épaule, maigre, crues",2012-06-28,,,
6945,6945,10,26,"Pork, composite cuts, leg, loin and shoulder, lean, cooked","Porc, coupes diverses, cuisse, longe et épaule, maigre, cuites",2012-06-28,,,
6948,6948,1,37,"Yogourt (yogurt), fat free, 0-0.5% M.F., plain","Yogourt, sans gras, 0-0,5% M.G., nature",2026-01-28,,,
6949,6949,1,37,"Yogourt (yogurt), fat free, 0-0.5% M.F., fruit flavoured","Yogourt, sans gras, 0-0,5% M.G., saveurs de fruits",2026-01-28,,,
6950,6950,1,37,"Yogourt (yogurt), fat free, 0-0.5% M.F., vanilla flavoured","Yogourt, sans gras, 0-0,5% M.G., saveur de vanille",2026-01-28,,,
6951,6951,1,37,"Yogourt (yogurt), fat free, 0-0.5% M.F., fruit flavoured, artificially sweetened, with added Vitamin D","Yogourt, sans gras, 0-0,5% M.G., saveurs de fruits, avec édulcorant artificiel, avec vitamine D ajoutée",2026-01-28,,,
6952,6952,1,37,"Yogourt (yogurt), fat free, 0-0.5% M.F., vanilla flavoured, with artificial sweetener, with added Vitamin D","Yogourt, sans gras, 0-0,5% M.G., saveur de vanille, avec édulcorant artificiel, avec vitamine D ajoutée",2026-01-28,,,
6953,6953,1,37,"Yogourt (yogurt), fat free, 0-0.5% M.F., fruit flavoued, with added fibre and Vitamin D","Yogourt, sans gras, 0-0,5% M.G., saveurs de fruits, fibres et vitamine D ajoutées",2026-01-28,,,
6954,6954,1,37,"Yogourt (yogurt), low fat, 0.5-1.9% M.F., plain","Yogourt, faible en gras, 0,5-1,9% M.G., nature",2026-01-28,,,
6955,6955,1,37,"Yogourt (yogurt), low fat, 0.5-1.9% M.F., fruit flavoured","Yogourt, faible en gras, 0,5-1,9% M.G., saveurs de fruits",2026-01-28,,,
6956,6956,1,37,"Yogourt (yogurt), low fat, 0.5-1.9% M.F., vanilla flavoured","Yogourt, faible en gras, 0,5-1,9% M.G., saveur de vanille",2026-01-28,,,
6958,6958,1,37,"Yogourt (yogurt), low fat, 0.5-1.9% M.F., fruit flavoured, with added omega-3 from flax","Yogourt, faible en gras, 0,5-1,9% M.G., saveurs de fruits, oméga-3 provenant du lin ajouté",2026-01-28,,,
6959,6959,1,37,"Yogourt (yogurt), low fat, 0.5-1.9% M.F., plain, lactose reduced","Yogourt, faible en gras, 0,5-1,9% M.G., nature, teneur réduite en lactose",2026-01-28,,,
6960,6960,1,37,"Yogourt (yogurt), low fat, 0.5-1.9% M.F., fruit flavoured, lactose reduced","Yogourt, faible en gras, 0,5-1,9% M.G., saveurs de fruits, teneur réduite en lactose",2026-01-28,,,
6961,6961,1,37,"Yogourt (yogurt), 2-3.9% M.F., plain","Yogourt, 2-3,9% M.G., nature",2026-01-28,,,
6962,6962,1,37,"Yogourt (yogurt), 2-3.9% M.F., plain, sweetened","Yogourt, 2-3,9% M.G., nature, sucré",2026-01-28,,,
6963,6963,1,37,"Yogourt (yogurt), 2-3.9% M.F., fruit flavoured","Yogourt, 2-3,9% M.G., saveurs de fruits",2026-01-28,,,
6964,6964,1,37,"Yogourt (yogurt), 2-3.9% M.F., vanilla flavoured","Yogourt, 2-3,9% M.G., saveur de vanille",2026-01-28,,,
6965,6965,1,37,"Yogourt (yogurt), 2-3.9% M.F., coffee flavoured","Yogourt, 2-3,9% M.G., saveur de café",2026-01-28,,,
6967,6967,1,37,"Yogourt (yogurt), 2-3.9% M.F., fruit flavoured, with added fibre","Yogourt, 2-3,9% M.G., saveurs de fruits, fibres ajoutées",2026-02-11,,,
6971,6971,1,37,"Yogourt (yogurt), Balkan style, 4-6% M.F., plain","Yogourt, type Balkan, 4-6% M.G., nature",2026-01-28,,,
6972,6972,1,37,"Yogourt (yogurt), Balkan style, 4-6% M.F., fruit flavoured","Yogourt, type Balkan, 4-6% M.G., saveurs de fruits",2026-01-28,,,
6973,6973,1,37,"Yogourt (yogurt), Balkan style, 4-6% M.F., vanilla flavoured","Yogourt, type Balkan, 4-6% M.G., saveur de vanille",2026-01-28,,,
6974,6974,1,37,"Yogourt (yogurt), Balkan style, 4-6% M.F., coffee flavoured","Yogourt, type Balkan, 4-6% M.G., saveur de café",2026-01-28,,,
6975,6975,1,37,"Yogourt (yogurt), rich/Mediterranean style, 6-9% M.F., plain","Yogourt, riche/type méditerranéen, 6-9% M.G., nature",2026-01-28,,,
6976,6976,1,37,"Yogourt (yogurt), rich/Mediterranean style, 6-9% M.F., fruit flavoured","Yogourt, riche/type méditerranéen, 6-9% M.G., saveurs de fruits",2026-01-28,,,
6977,6977,1,37,"Yogourt (yogurt), rich/Mediterranean style, 6-9% M.F., vanilla flavoured","Yogourt, riche/type méditerranéen, 6-9% M.G., saveur de vanille",2026-01-28,,,
6978,6978,1,37,"Yogourt (yogurt), rich/Mediterranean style, 6-9% M.F., coffee flavoured","Yogourt, riche/type méditerranéen, 6-9% M.G., saveur de café",2026-01-28,,,
6979,6979,1,37,"Yogourt (yogurt), Greek style, fat free, 0-0.5% M.F., plain","Yogourt, Grec, sans gras, 0-0,5% M.G., nature",2026-01-28,,,
6980,6980,1,37,"Yogourt (yogurt), Greek style, fat free, 0-0.5% M.F., fruit flavoured","Yogourt, Grec, sans gras, 0-0,5% M.G., saveur de fruits",2026-01-28,,,
6981,6981,1,37,"Yogourt (yogurt), Greek style, fat free, 0-0.5% M.F., vanilla flavoured","Yogourt, Grec, sans gras, 0-0,5% M.G., saveur de vanille",2026-01-28,,,
6982,6982,1,37,"Yogourt (yogurt), Greek style, rich, 8-12% M.F., plain","Yogourt, Grec, riche, 8-12% M.G., nature",2026-01-28,,,
6983,6983,1,37,"Yogourt (yogurt), Greek style, rich, 8-12% M.F., sweetened, made Vitamin D fortified milk","Yogourt, Grec, riche, 8-12% M.G., sucré, fait avec du lait enrichi en vitamine D",2026-01-28,,,
6984,6984,1,37,"Yogourt (yogurt), goat, plain, with added fibre","Yogourt de chèvre, nature, fibres ajoutées",2026-01-28,,,
6985,6985,1,37,"Yogourt (yogurt), goat, fruit flavoured, with added fibre","Yogourt de chèvre, saveurs de fruits, fibres ajoutées",2026-01-28,,,
6986,6986,1,37,"Yogourt (yogurt), goat, vanilla flavoured, with added fibre","Yogourt de chèvre, saveur de vanille, fibres ajoutées",2026-01-28,,,
6987,6987,1,37,"Yogourt (yogurt), soy, plain","Yogourt, soya, nature",2026-01-28,,,
6989,6989,1,37,"Yogourt (yogurt), soy, fruit flavoured","Yogourt, soya, saveurs de fruits",2026-01-28,,,
6990,6990,1,37,"Yogourt (yogurt), soy, fruit flavoured, with added fibre","Yogourt, soya, saveurs de fruits, fibres ajoutées",2026-01-28,,,
6992,6992,1,37,"Yogourt (yogurt), soy, vanilla flavoured, with added fibre","Yogourt, soya, saveur de vanille, avec fibres ajoutées",2026-01-28,,,
6993,6993,1,37,"Yogourt (yogurt) beverage, fruit flavoured","Yogourt à boire, saveurs de fruits",2026-01-28,,,
6994,6994,1,37,"Yogourt (yogurt) beverage, vanilla flavoured","Yogourt à boire, saveur de vanille",2026-01-28,,,
6995,6995,1,37,"Yogourt (yogurt), fresh cheese-type (quark), fat free, plain, unsalted","Yogourt, fromage frais (quark), sans gras, nature, sans sel ajouté",2026-01-28,,,
6996,6996,1,37,"Yogourt (yogurt), fresh cheese-type (quark), fruit flavoured, miniature size, with added Vitamin D","Yogourt, fromage frais (quark), saveurs de fruits, très petit format, vitamine D ajoutée",2026-01-28,,,
6997,6997,1,37,"Yogourt (yogurt), with crunchy granola/cereal topping","Yogourt, garniture granola/céréales",2026-01-28,,,
6998,6998,1,37,"Yogourt (yogurt), tubes, fruit flavoured, made with vitamin D fortified milk","Yogourt, format tube, saveurs de fruits, fait avec du lait enrichi en vitamine D",2026-01-28,,,
6999,6999,1,37,"Kefir, plain, low fat (0.5-1.9% M.F.)","Kéfir, nature, faible en gras (0,5-1,9% M.G.)",2026-01-28,,,
7000,7000,1,37,"Kefir, fruit flavoured, low fat (0.5-1.9% M.F.)","Kéfir, saveurs de fruits, faible en gras (0,5-1,9% M.G.)",2026-01-28,,,
7002,7002,1,37,"Yogourt (yogurt), low fat, 0.5-1.9% M.F., fruit flavoured, made with vitamin D fortified milk","Yogourt, faible en gras, 0,5-1,9% M.G., saveurs de fruits, fait avec du lait enrichi en vitamine D",2026-01-28,,,
